102,2019,1,2400,.264,4.18,-3.618,72.9,80.1,64.99,-4.035,-.105,-7.41,0,.13944,445.51,-55.78,1015,2.311,1.934,290,32.58,11.96,2.42,2.511,2.263,12.2,3779
102,2019,2,2400,-3.971,-.04,-7.21,58.34,85,24.77,-11.5,-7.03,-18.68,0,7.4506,14538,-12.27,1023,1.077,.1,274.2,74.8,6.468,1.87,2.351,1.56,13.55,3779
102,2019,3,2400,-.381,3.402,-3.12,76.3,100,56.79,-4.193,1.518,-10.06,.762,3.8565,7821.1,5.226,1013,2.178,1.239,243,53.13,10.09,1.485,1.622,1.4,13.67,3779
102,2019,4,2400,.766,3.632,-2.652,73.5,88.6,58.87,-3.504,-1.686,-5.915,0,6.7807,13876,1.331,1010,1.633,1.433,227.2,28.22,7.74,1.477,1.6,1.4,13.55,3779
102,2019,5,2400,.886,2.278,-1.082,94.4,100,77.8,.063,1.707,-2.047,3.556,1.9323,4333.2,-6.085,1002,1.128,.426,35.7,62.22,5.978,1.754,2.126,1.526,13.72,3779
102,2019,6,2400,-2.193,3.079,-8.68,86.6,100,56.24,-4.269,1.206,-14.61,2.032,2.3386,4819,-26.02,1010,1.698,1.258,299.4,40.79,12.25,1.845,2.094,1.72,13.74,3779
102,2019,7,2400,-8.72,-5.525,-12.51,49.29,68.25,28.6,-17.78,-14.29,-21.57,0,6.4812,12427,-17.35,1026,1.661,.866,319.3,54.96,9.41,1.547,1.801,1.339,13.59,3779
102,2019,8,2400,-1.574,2.144,-7.02,91,100,42.37,-3.132,2.146,-16.57,5.334,1.659,3583.3,4.471,1014,1.786,1.41,134.2,36.89,7.06,1.282,1.405,1.152,13.75,3779
102,2019,9,2400,.762,2.812,-2.519,87.6,100,71.6,-1.15,2.313,-6.497,4.572,2.7963,6502.9,8.68,996,2.649,2.108,262.2,36.5,13.33,1.197,1.34,1.111,13.74,3779
102,2019,10,2400,-3.899,-1.095,-8.48,71.1,87.4,49.26,-8.45,-5.348,-12.72,0,4.4299,9033.8,-9.29,1001,2.737,2.373,283,29.49,10.98,1.315,1.361,1.257,13.77,3779
102,2019,11,2400,-9.7,-6.461,-14.08,59.97,79.8,36.91,-16.22,-10.57,-20.16,0,8.5448,16224,-16.6,1017,2.754,2.454,278.1,26.68,11.66,1.158,1.319,1.016,13.83,3779
102,2019,12,2400,-10.86,-4.535,-15.31,56.14,78.1,31.86,-18.31,-15.84,-20.5,0,9.1299,17741,-10.4,1029,1.37,1.142,281.7,32.49,7.45,.931,1.085,.798,13.78,3779
102,2019,13,2400,-10.47,-3.4,-14.64,64.43,90,36.13,-16.24,-13.44,-18.81,0,9.1296,17648,-7.31,1027,1.19,.936,330.2,35.96,5.782,.728,.86,.61,13.72,3779
102,2019,14,2400,-8.62,-1.208,-15.81,69.76,95,40.39,-13.62,-9.27,-17,0,9.4291,17926,-7.77,1021,.882,.632,322.6,40.03,4.9,.554,.676,.452,13.64,3779
102,2019,15,2400,-6.231,-.573,-10.74,70.9,91.5,52.21,-10.79,-7.76,-15.08,0,6.9839,13729,-9.67,1017,1.075,.702,315.4,46.32,6.272,.434,.521,.366,13.68,3779
102,2019,16,2400,-3.428,1.343,-7.64,74.3,96.7,50.74,-7.54,-5.01,-12.57,0,3.4669,6702.2,-8.89,1014,2.071,1.628,250.8,37,12.54,.369,.428,.32,13.73,3779
102,2019,17,2400,-8.2,-3.767,-13.77,42.57,72.5,16.2,-19.64,-12.02,-26.23,0,8.7336,16507,-5.118,1024,1.187,.321,304,68.01,7.15,.318,.392,.25,13.74,3779
102,2019,18,2400,-3.434,-.327,-7.74,76.1,88.5,40.8,-7.17,-3.102,-17.72,0,2.9172,5910.9,-.673,1018,1.63,.753,183.2,59.23,12.35,.261,.316,.215,13.77,3779
102,2019,19,2400,-5.013,-2.686,-7.27,75.8,95.9,57.18,-8.79,-6.29,-10.94,2.032,3.5674,7262.9,-1.32,1021,1.574,1.236,80.1,36.94,12.35,.242,.293,.195,13.82,3779
102,2019,20,2400,-9.66,-5.581,-18.55,88.9,96.3,64.58,-11.18,-6.161,-23.34,20.57,1.0713,2602.2,-14.8,1000,2.906,1.279,14.26,60.46,15.48,.226,.264,.185,13.92,3779
102,2019,21,2400,-18.7,-18.12,-19.02,51.47,60.4,44.28,-26.28,-24.39,-27.83,0,0,13.962,-47.39,1016,3.346,2.908,295,29.26,15.68,.218,.256,.176,14.21,3779
102,2019,22,2400,-9.35,-4.769,-10.71,39.46,56.99,18.53,-20.93,-17.02,-25.47,0,.35568,670.9,-24.52,1032,.61,.238,234.5,54.88,5.586,.198,.238,.16,13.44,3779
102,2019,23,2400,-2.711,4.148,-10.41,67.37,98.9,37.65,-8.07,3.967,-21.66,1.27,4.2007,8438.7,2.155,1021,3.184,2.867,210.4,25.54,12.84,.197,.241,.157,13.78,3779
102,2019,24,2400,6.797,12.03,-2.552,97.3,100,73.4,6.4,11.96,-6.604,77,.68356,1808.3,9.78,1000,3.451,2.6,219.6,40.18,17.05,.104,.25,-.062,13.52,3779
102,2019,25,2400,-2.823,1.733,-8.48,63.88,81.7,34.45,-8.93,-5.527,-14.12,0,7.0539,13270,-5.393,1010,2.549,2.248,266.6,27.84,11.37,.118,.168,.056,13.7,3779
102,2019,26,2400,-7.29,-2.331,-10.91,62.21,82.6,35.4,-13.67,-11.2,-16.37,0,9.4229,17806,-.801,1021,1.306,.688,256.4,54.36,7.74,.15,.193,.095,13.75,3779
102,2019,27,2400,-2.15,3.866,-9.18,71.1,87.8,56.28,-6.747,-1.506,-13.51,0,4.7728,9454.4,-6.413,1016,2.896,1.634,168,53.45,11.96,.173,.218,.129,13.74,3779
102,2019,28,2400,-7.07,-2.285,-10.64,55.4,79.2,30.92,-14.81,-5.506,-19.57,0,9.9996,18779,-3.816,1016,1.647,.859,337.9,55.09,11.37,.171,.217,.12,13.74,3779
102,2019,29,2400,-7.21,-3.687,-11.38,81.3,99.1,53.87,-9.94,-3.858,-18.18,3.556,2.6225,5587.1,.067,1013,2.469,2.179,93.4,27.72,9.41,.131,.193,.075,13.95,3779
102,2019,30,2400,-8.82,-3.5,-20.22,73.9,99.9,30.85,-13.31,-3.692,-26.36,3.556,8.7313,15288,-17.1,1008,2.436,1.99,267.8,34.38,14.11,.106,.15,.061,13.76,3779
102,2019,31,2400,-17.5,-11.23,-22.72,46.86,64.29,26.17,-26.52,-23.94,-28.56,0,11.654,21102,-40.59,1020,2.22,2.002,249.8,25.37,9.31,.098,.142,.053,13.96,3779
102,2019,32,2400,-14.9,-7.93,-20.18,55.72,73.3,34.21,-22.02,-18.61,-25.4,0,9.8918,18183,-29.5,1024,1.515,1.332,264.5,26.9,8.13,.084,.128,.039,13.88,3779
102,2019,33,2400,-8.92,-1.383,-17.08,60.91,82.4,28.72,-15.59,-4.443,-20.3,0,8.9384,16992,-6.945,1019,1.684,1.42,239.7,29.78,9.11,.07,.114,.026,13.8,3779
102,2019,34,2400,.132,5.157,-3.788,78.7,90.6,58.11,-3.223,-.757,-5.386,0,4.8282,9541.8,-10.47,1017,1.466,1.093,195.7,39.54,8.23,.071,.112,.026,13.65,3779
102,2019,35,2400,6.62,16.11,.307,72.1,93.6,44.97,1.542,5.878,-1.564,0,10.942,21576,9.11,1016,1.532,1.276,210.7,32.86,6.566,.083,.13,.039,13.25,3779
102,2019,36,2400,6.977,14.99,-.715,74.2,90.2,50.83,2.487,6.876,-2.229,.254,10.402,20593,19.15,1013,2.148,1.603,244.7,40.39,10.09,.088,.135,.046,13.29,3779
102,2019,37,2400,.199,3.985,-3.843,73.5,98.7,47.69,-4.327,-.744,-8.08,9.91,9.8999,19712,34.25,1021,1.517,.597,118.4,60.7,7.06,.093,.137,.05,13.51,3779
102,2019,38,2400,-.03,.942,-.982,99.7,100,97.8,-.071,.876,-1.2,1.27,3.3899,7851,9.44,1019,.923,.805,81,20.54,8.53,.101,.14,.059,13.8,3779
102,2019,39,2400,.701,7.14,-5.948,82.3,100,47.12,-2.335,5.54,-15.39,5.842,4.3138,8895.2,-4.367,1012,2.679,1.818,259.7,45.53,16.17,.11,.155,.066,13.64,3779
102,2019,40,2400,-6.116,-1.997,-8.81,45.47,86.9,22.07,-16.63,-10.27,-21.64,0,13.182,24229,19.98,1027,3.266,2.824,283.1,29.47,15.68,.117,.158,.074,13.77,3779
102,2019,41,2400,-5.955,-1.342,-10.21,56.84,82.8,32.85,-13.53,-11.11,-16.44,0,11.945,23158,18.47,1030,1.628,1.398,269.7,30.13,7.84,.127,.171,.087,13.7,3779
102,2019,42,2400,-4.542,.661,-8.48,46.12,66.27,27.27,-14.84,-10.61,-22.58,0,11.02,21492,26.47,1025,1.314,.992,333.5,39.24,6.958,.123,.164,.078,13.66,3779
102,2019,43,2400,-9.05,-3.977,-13.01,70.1,100,34.56,-14.13,-3.978,-22.13,16.51,2.5042,5419.1,-4.408,1024,1.817,1.275,67.76,43.6,11.27,.104,.151,.054,13.99,3779
