"architecture","os","language","rVersion","script","scriptTimeStamp","workingDirectory","ddgDirectory","ddgTimeStamp","rdtVersion","hashAlgorithm"
"x86_64","unix","R","R version 3.6.0 (2019-04-26)","/Users/khanhl.ngo/HarvardForest/Day3Exercise/HF-data.R","2019-06-10T15.05.25EDT","/Users/khanhl.ngo/HarvardForest/Day3Exercise","/Users/khanhl.ngo/HarvardForest/Day3Exercise/prov_HF-data_2019-06-10T15.32.25EDT","2019-06-10T15.32.25EDT","1.0.2","md5"
